configuration,J,alpha,target,phi_E1,phi_E0,rho,scenario,kind,simulations,seed,fwer,g1,g2
J4_a0p05_p0p90_e0p60_0p40,4,0.05,0.9,0.6,0.4,0.0,P1,alternative,100000,21085734,nan,0.97534,0.99495
J4_a0p05_p0p90_e0p60_0p40,4,0.05,0.9,0.6,0.4,0.0,P2,alternative,100000,21086743,nan,0.94747,0.99513
J4_a0p05_p0p90_e0p60_0p40,4,0.05,0.9,0.6,0.4,0.0,P3,alternative,100000,21087752,nan,0.96495,0.99543
J4_a0p05_p0p90_e0p60_0p40,4,0.05,0.9,0.6,0.4,0.3,H0_s0_k0,null,100000,21171292,0.01769,nan,nan
J4_a0p05_p0p90_e0p60_0p40,4,0.05,0.9,0.6,0.4,0.3,H0_s0_k1,null,100000,21172301,0.00086,nan,nan
J4_a0p05_p0p90_e0p60_0p40,4,0.05,0.9,0.6,0.4,0.3,H0_s0_k2,null,100000,21173310,6e-05,nan,nan
J4_a0p05_p0p90_e0p60_0p40,4,0.05,0.9,0.6,0.4,0.3,H0_s0_k3,null,100000,21174319,0.0,nan,nan
J4_a0p05_p0p90_e0p60_0p40,4,0.05,0.9,0.6,0.4,0.3,H0_s0_k4,null,100000,21175328,0.0,nan,nan
J4_a0p05_p0p90_e0p60_0p40,4,0.05,0.9,0.6,0.4,0.3,H0_s1_k1,null,100000,21176337,0.04339,nan,nan
J4_a0p05_p0p90_e0p60_0p40,4,0.05,0.9,0.6,0.4,0.3,H0_s1_k2,null,100000,21177346,0.00273,nan,nan
J4_a0p05_p0p90_e0p60_0p40,4,0.05,0.9,0.6,0.4,0.3,H0_s1_k3,null,100000,21178355,0.00021,nan,nan
J4_a0p05_p0p90_e0p60_0p40,4,0.05,0.9,0.6,0.4,0.3,H0_s1_k4,null,100000,21179364,2e-05,nan,nan
J4_a0p05_p0p90_e0p60_0p40,4,0.05,0.9,0.6,0.4,0.3,H0_s2_k2,null,100000,21180373,0.04468,nan,nan
J4_a0p05_p0p90_e0p60_0p40,4,0.05,0.9,0.6,0.4,0.3,H0_s2_k3,null,100000,21181382,0.00281,nan,nan
J4_a0p05_p0p90_e0p60_0p40,4,0.05,0.9,0.6,0.4,0.3,H0_s2_k4,null,100000,21182391,0.00023,nan,nan
J4_a0p05_p0p90_e0p60_0p40,4,0.05,0.9,0.6,0.4,0.3,H0_s3_k3,null,100000,21183400,0.04419,nan,nan
J4_a0p05_p0p90_e0p60_0p40,4,0.05,0.9,0.6,0.4,0.3,H0_s3_k4,null,100000,21184409,0.00179,nan,nan
J4_a0p05_p0p90_e0p60_0p40,4,0.05,0.9,0.6,0.4,0.3,H0_s4_k4,null,100000,21185418,0.02831,nan,nan
J4_a0p05_p0p90_e0p60_0p40,4,0.05,0.9,0.6,0.4,0.3,W1,alternative,100000,21186427,nan,0.93162,0.95075
J4_a0p05_p0p90_e0p60_0p40,4,0.05,0.9,0.6,0.4,0.3,W2,alternative,100000,21187436,nan,0.90393,0.95005
J4_a0p05_p0p90_e0p60_0p40,4,0.05,0.9,0.6,0.4,0.3,W3,alternative,100000,21188445,nan,0.90222,0.94921
J4_a0p05_p0p90_e0p60_0p40,4,0.05,0.9,0.6,0.4,0.3,W4,alternative,100000,21189454,nan,0.92331,0.95259
J4_a0p05_p0p90_e0p60_0p40,4,0.05,0.9,0.6,0.4,0.3,P1,alternative,100000,21190463,nan,0.97568,0.99521
J4_a0p05_p0p90_e0p60_0p40,4,0.05,0.9,0.6,0.4,0.3,P2,alternative,100000,21191472,nan,0.94804,0.99467
J4_a0p05_p0p90_e0p60_0p40,4,0.05,0.9,0.6,0.4,0.3,P3,alternative,100000,21192481,nan,0.96519,0.99524
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.0,H0_s0_k0,null,100000,21066563,0.06757,nan,nan
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.0,H0_s0_k1,null,100000,21067572,0.01061,nan,nan
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.0,H0_s0_k2,null,100000,21068581,0.00153,nan,nan
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.0,H0_s0_k3,null,100000,21069590,0.0002,nan,nan
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.0,H0_s0_k4,null,100000,21070599,0.0,nan,nan
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.0,H0_s1_k1,null,100000,21071608,0.08369,nan,nan
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.0,H0_s1_k2,null,100000,21072617,0.01097,nan,nan
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.0,H0_s1_k3,null,100000,21073626,0.00125,nan,nan
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.0,H0_s1_k4,null,100000,21074635,5e-05,nan,nan
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.0,H0_s2_k2,null,100000,21075644,0.08272,nan,nan
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.0,H0_s2_k3,null,100000,21076653,0.00981,nan,nan
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.0,H0_s2_k4,null,100000,21077662,0.00029,nan,nan
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.0,H0_s3_k3,null,100000,21078671,0.07953,nan,nan
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.0,H0_s3_k4,null,100000,21079680,0.00245,nan,nan
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.0,H0_s4_k4,null,100000,21080689,0.02143,nan,nan
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.0,W1,alternative,100000,21081698,nan,0.83188,0.89754
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.0,W2,alternative,100000,21082707,nan,0.81299,0.89399
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.0,W3,alternative,100000,21083716,nan,0.81429,0.89279
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.0,W4,alternative,100000,21084725,nan,0.87521,0.89524
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.0,P1,alternative,100000,21085734,nan,0.91363,0.98076
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.0,P2,alternative,100000,21086743,nan,0.89526,0.9791
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.0,P3,alternative,100000,21087752,nan,0.95897,0.97952
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.3,H0_s0_k0,null,100000,21171292,0.06284,nan,nan
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.3,H0_s0_k1,null,100000,21172301,0.0082,nan,nan
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.3,H0_s0_k2,null,100000,21173310,0.00121,nan,nan
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.3,H0_s0_k3,null,100000,21174319,0.00022,nan,nan
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.3,H0_s0_k4,null,100000,21175328,0.0,nan,nan
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.3,H0_s1_k1,null,100000,21176337,0.07568,nan,nan
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.3,H0_s1_k2,null,100000,21177346,0.0088,nan,nan
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.3,H0_s1_k3,null,100000,21178355,0.00108,nan,nan
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.3,H0_s1_k4,null,100000,21179364,0.0,nan,nan
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.3,H0_s2_k2,null,100000,21180373,0.0766,nan,nan
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.3,H0_s2_k3,null,100000,21181382,0.00806,nan,nan
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.3,H0_s2_k4,null,100000,21182391,4e-05,nan,nan
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.3,H0_s3_k3,null,100000,21183400,0.07124,nan,nan
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.3,H0_s3_k4,null,100000,21184409,0.0007,nan,nan
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.3,H0_s4_k4,null,100000,21185418,0.01778,nan,nan
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.3,W1,alternative,100000,21186427,nan,0.83298,0.89739
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.3,W2,alternative,100000,21187436,nan,0.81053,0.89103
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.3,W3,alternative,100000,21188445,nan,0.80968,0.88807
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.3,W4,alternative,100000,21189454,nan,0.87555,0.89525
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.3,P1,alternative,100000,21190463,nan,0.91339,0.9802
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.3,P2,alternative,100000,21191472,nan,0.89772,0.97953
J4_a0p10_p0p80_e0p30_0p10,4,0.1,0.8,0.3,0.1,0.3,P3,alternative,100000,21192481,nan,0.95812,0.97934
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.0,H0_s0_k0,null,100000,21066563,0.03324,nan,nan
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.0,H0_s0_k1,null,100000,21067572,0.00407,nan,nan
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.0,H0_s0_k2,null,100000,21068581,0.00052,nan,nan
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.0,H0_s0_k3,null,100000,21069590,9e-05,nan,nan
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.0,H0_s0_k4,null,100000,21070599,0.0,nan,nan
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.0,H0_s1_k1,null,100000,21071608,0.08199,nan,nan
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.0,H0_s1_k2,null,100000,21072617,0.00995,nan,nan
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.0,H0_s1_k3,null,100000,21073626,0.00131,nan,nan
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.0,H0_s1_k4,null,100000,21074635,0.00028,nan,nan
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.0,H0_s2_k2,null,100000,21075644,0.08353,nan,nan
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.0,H0_s2_k3,null,100000,21076653,0.00978,nan,nan
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.0,H0_s2_k4,null,100000,21077662,0.00117,nan,nan
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.0,H0_s3_k3,null,100000,21078671,0.08299,nan,nan
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.0,H0_s3_k4,null,100000,21079680,0.00858,nan,nan
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.0,H0_s4_k4,null,100000,21080689,0.05872,nan,nan
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.0,W1,alternative,100000,21081698,nan,0.85665,0.88838
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.0,W2,alternative,100000,21082707,nan,0.80647,0.88652
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.0,W3,alternative,100000,21083716,nan,0.80208,0.88463
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.0,W4,alternative,100000,21084725,nan,0.83655,0.89119
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.0,P1,alternative,100000,21085734,nan,0.94417,0.97761
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.0,P2,alternative,100000,21086743,nan,0.89313,0.97782
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.0,P3,alternative,100000,21087752,nan,0.92306,0.97873
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.3,H0_s0_k0,null,100000,21171292,0.02948,nan,nan
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.3,H0_s0_k1,null,100000,21172301,0.00207,nan,nan
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.3,H0_s0_k2,null,100000,21173310,0.00017,nan,nan
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.3,H0_s0_k3,null,100000,21174319,0.0,nan,nan
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.3,H0_s0_k4,null,100000,21175328,0.0,nan,nan
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.3,H0_s1_k1,null,100000,21176337,0.07296,nan,nan
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.3,H0_s1_k2,null,100000,21177346,0.00743,nan,nan
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.3,H0_s1_k3,null,100000,21178355,0.00095,nan,nan
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.3,H0_s1_k4,null,100000,21179364,7e-05,nan,nan
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.3,H0_s2_k2,null,100000,21180373,0.07568,nan,nan
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.3,H0_s2_k3,null,100000,21181382,0.00815,nan,nan
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.3,H0_s2_k4,null,100000,21182391,0.00094,nan,nan
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.3,H0_s3_k3,null,100000,21183400,0.07486,nan,nan
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.3,H0_s3_k4,null,100000,21184409,0.00631,nan,nan
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.3,H0_s4_k4,null,100000,21185418,0.0525,nan,nan
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.3,W1,alternative,100000,21186427,nan,0.85627,0.88669
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.3,W2,alternative,100000,21187436,nan,0.80427,0.88378
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.3,W3,alternative,100000,21188445,nan,0.80161,0.88341
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.3,W4,alternative,100000,21189454,nan,0.83629,0.89085
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.3,P1,alternative,100000,21190463,nan,0.94494,0.97758
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.3,P2,alternative,100000,21191472,nan,0.89236,0.97633
J4_a0p10_p0p80_e0p60_0p40,4,0.1,0.8,0.6,0.4,0.3,P3,alternative,100000,21192481,nan,0.92037,0.97788
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.0,H0_s0_k0,null,100000,21066563,0.04055,nan,nan
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.0,H0_s0_k1,null,100000,21067572,0.00429,nan,nan
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.0,H0_s0_k2,null,100000,21068581,0.00034,nan,nan
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.0,H0_s0_k3,null,100000,21069590,2e-05,nan,nan
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.0,H0_s0_k4,null,100000,21070599,0.0,nan,nan
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.0,H0_s1_k1,null,100000,21071608,0.05635,nan,nan
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.0,H0_s1_k2,null,100000,21072617,0.00487,nan,nan
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.0,H0_s1_k3,null,100000,21073626,0.00029,nan,nan
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.0,H0_s1_k4,null,100000,21074635,1e-05,nan,nan
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.0,H0_s2_k2,null,100000,21075644,0.05589,nan,nan
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.0,H0_s2_k3,null,100000,21076653,0.00399,nan,nan
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.0,H0_s2_k4,null,100000,21077662,0.00011,nan,nan
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.0,H0_s3_k3,null,100000,21078671,0.05487,nan,nan
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.0,H0_s3_k4,null,100000,21079680,0.00147,nan,nan
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.0,H0_s4_k4,null,100000,21080689,0.01896,nan,nan
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.0,W1,alternative,100000,21081698,nan,0.92178,0.96156
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.0,W2,alternative,100000,21082707,nan,0.90571,0.9604
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.0,W3,alternative,100000,21083716,nan,0.90527,0.9588
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.0,W4,alternative,100000,21084725,nan,0.94117,0.95935
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.0,P1,alternative,100000,21085734,nan,0.95728,0.99666
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.0,P2,alternative,100000,21086743,nan,0.94012,0.99622
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.0,P3,alternative,100000,21087752,nan,0.97826,0.99614
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.3,H0_s0_k0,null,100000,21171292,0.03934,nan,nan
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.3,H0_s0_k1,null,100000,21172301,0.00287,nan,nan
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.3,H0_s0_k2,null,100000,21173310,0.00023,nan,nan
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.3,H0_s0_k3,null,100000,21174319,2e-05,nan,nan
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.3,H0_s0_k4,null,100000,21175328,0.0,nan,nan
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.3,H0_s1_k1,null,100000,21176337,0.05331,nan,nan
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.3,H0_s1_k2,null,100000,21177346,0.00369,nan,nan
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.3,H0_s1_k3,null,100000,21178355,0.00036,nan,nan
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.3,H0_s1_k4,null,100000,21179364,1e-05,nan,nan
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.3,H0_s2_k2,null,100000,21180373,0.05419,nan,nan
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.3,H0_s2_k3,null,100000,21181382,0.00378,nan,nan
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.3,H0_s2_k4,null,100000,21182391,2e-05,nan,nan
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.3,H0_s3_k3,null,100000,21183400,0.0515,nan,nan
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.3,H0_s3_k4,null,100000,21184409,0.00055,nan,nan
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.3,H0_s4_k4,null,100000,21185418,0.0169,nan,nan
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.3,W1,alternative,100000,21186427,nan,0.92159,0.96124
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.3,W2,alternative,100000,21187436,nan,0.90536,0.96048
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.3,W3,alternative,100000,21188445,nan,0.90404,0.95902
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.3,W4,alternative,100000,21189454,nan,0.9416,0.95981
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.3,P1,alternative,100000,21190463,nan,0.95758,0.99656
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.3,P2,alternative,100000,21191472,nan,0.94114,0.99606
J4_a0p10_p0p90_e0p30_0p10,4,0.1,0.9,0.3,0.1,0.3,P3,alternative,100000,21192481,nan,0.97716,0.99611
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.0,H0_s0_k0,null,100000,21066563,0.01946,nan,nan
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.0,H0_s0_k1,null,100000,21067572,0.00137,nan,nan
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.0,H0_s0_k2,null,100000,21068581,8e-05,nan,nan
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.0,H0_s0_k3,null,100000,21069590,2e-05,nan,nan
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.0,H0_s0_k4,null,100000,21070599,0.0,nan,nan
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.0,H0_s1_k1,null,100000,21071608,0.04798,nan,nan
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.0,H0_s1_k2,null,100000,21072617,0.00334,nan,nan
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.0,H0_s1_k3,null,100000,21073626,0.00026,nan,nan
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.0,H0_s1_k4,null,100000,21074635,0.0,nan,nan
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.0,H0_s2_k2,null,100000,21075644,0.04655,nan,nan
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.0,H0_s2_k3,null,100000,21076653,0.00324,nan,nan
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.0,H0_s2_k4,null,100000,21077662,0.00016,nan,nan
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.0,H0_s3_k3,null,100000,21078671,0.04666,nan,nan
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.0,H0_s3_k4,null,100000,21079680,0.00271,nan,nan
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.0,H0_s4_k4,null,100000,21080689,0.02939,nan,nan
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.0,W1,alternative,100000,21081698,nan,0.93224,0.95054
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.0,W2,alternative,100000,21082707,nan,0.90478,0.95122
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.0,W3,alternative,100000,21083716,nan,0.90302,0.9507
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.0,W4,alternative,100000,21084725,nan,0.92284,0.95197
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.0,P1,alternative,100000,21085734,nan,0.97534,0.99495
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.0,P2,alternative,100000,21086743,nan,0.94747,0.99513
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.0,P3,alternative,100000,21087752,nan,0.96495,0.99543
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.3,H0_s0_k0,null,100000,21171292,0.01769,nan,nan
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.3,H0_s0_k1,null,100000,21172301,0.00086,nan,nan
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.3,H0_s0_k2,null,100000,21173310,6e-05,nan,nan
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.3,H0_s0_k3,null,100000,21174319,0.0,nan,nan
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.3,H0_s0_k4,null,100000,21175328,0.0,nan,nan
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.3,H0_s1_k1,null,100000,21176337,0.04339,nan,nan
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.3,H0_s1_k2,null,100000,21177346,0.00273,nan,nan
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.3,H0_s1_k3,null,100000,21178355,0.00021,nan,nan
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.3,H0_s1_k4,null,100000,21179364,2e-05,nan,nan
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.3,H0_s2_k2,null,100000,21180373,0.04468,nan,nan
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.3,H0_s2_k3,null,100000,21181382,0.00281,nan,nan
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.3,H0_s2_k4,null,100000,21182391,0.00023,nan,nan
J4_a0p10_p0p90_e0p60_0p40,4,0.1,0.9,0.6,0.4,0.3,H0_s3_k3,null,100000,21183400,0.04419,nan,nan
